id,name,symbol,rank,price_usd,price_btc,h24_volume_usd,market_cap_usd,avail_sup,tot_sup,max_supply,per_change_1h,per_change_24h,per_change_7d,last_updated
bitcoin,Bitcoin,BTC,1,9809.0,1.0,5607720000.0,163863876758,16705462.0,16705462.0,21000000.0,-0.04,3.19,20.72,1511830154
ethereum,Ethereum,ETH,2,480.104,0.0493023,1388700000.0,46087725065.0,95995295.0,95995295.0,null,-0.28,1.75,31.51,1511830152
bitcoin-cash,Bitcoin Cash,BCH,3,1614.24,0.165768,1349740000.0,27160697790.0,16825688.0,16825688.0,21000000.0,-1.07,-5.76,35.53,1511830166
ripple,Ripple,XRP,4,0.25398,0.00002608,195798000.0,9809436627.0,38622870411.0,99993173757.0,100000000000,-0.01,1.71,6.49,1511830441
bitcoin-gold,Bitcoin Gold,BTG,5,359.457,0.036913,115868000.0,5994097737.0,16675424.0,16775424.0,21000000.0,-0.16,-1.23,64.46,1511830173
litecoin,Litecoin,LTC,6,91.1884,0.00936423,428572000.0,4926401620.0,54024433.0,54024433.0,84000000.0,-0.36,5.48,27.56,1511830142
dash,Dash,DASH,7,629.45,0.0646388,135030000.0,4855903832.0,7714519.0,7714519.0,18900000.0,-0.72,0.5,35.76,1511830146
iota,IOTA,MIOTA,8,1.08278,0.00011119,188798000.0,3009619800.0,2779530283.0,2779530283.0,2779530283.0,2.47,30.57,15.12,1511830164
monero,Monero,XMR,9,177.154,0.0181921,95825400.0,2729577039.0,15407933.0,15407933.0,null,2.86,8.19,28.53,1511830145
neo,NEO,NEO,10,39.6694,0.00407369,82714200.0,2578511000.0,65000000.0,100000000.0,null,-1.17,2.31,8.68,1511830156
ethereum-classic,Ethereum Classic,ETC,11,26.0616,0.00267629,736939000.0,2550391564.0,97860130.0,97860130.0,null,0.62,18.18,42.72,1511830155
nem,NEM,XEM,12,0.242059,0.00002486,18558900.0,2178531000.0,8999999999.0,8999999999.0,null,7.11,11.98,15.58,1511830163
eos,EOS,EOS,13,2.77656,0.00028513,126340000.0,1395802951.0,502709450.0,1000000000.0,null,-3.08,12.67,39.73,1511830166
cardano,Cardano,ADA,14,0.0497573,0.00000511,77384800.0,1290061027.0,25927070538.0,31112483745.0,45000000000.0,-0.55,32.4,69.28,1511830170
qtum,Qtum,QTUM,15,14.6763,0.00150712,141053000.0,1081535997.0,73692688.0,100192688.0,null,-0.82,-0.9,-0.27,1511830163
stellar,Stellar Lumens,XLM,16,0.0588704,0.00000605,50857200.0,1042829787.0,17713991866.0,103471840067,null,-0.51,20.78,54.64,1511830149
omisego,OmiseGO,OMG,17,9.457,0.00097115,56264000.0,965016412.0,102042552.0,140245398.0,null,-0.18,10.13,18.91,1511830166
