id,name,symbol,rank,price_usd,price_btc,h24_volume_usd,market_cap_usd,avail_sup,tot_sup,max_supply,per_change_1h,per_change_24h,per_change_7d,last_updated
bitcoin,Bitcoin,BTC,1,9603.67,1.0,5995170000.0,160429422594,16705012.0,16705012.0,21000000.0,0.09,2.29,16.82,1511808552
ethereum,Ethereum,ETH,2,474.687,0.0498268,1451370000.0,45565283097.0,95990164.0,95990164.0,null,0.27,3.57,30.09,1511808551
bitcoin-cash,Bitcoin Cash,BCH,3,1649.02,0.173094,1935190000.0,27745297432.0,16825325.0,16825325.0,21000000.0,0.94,1.34,38.37,1511808563
ripple,Ripple,XRP,4,0.252045,0.00002646,196477000.0,9734701373.0,38622870411.0,99993173757.0,100000000000,0.19,0.84,4.86,1511808541
bitcoin-gold,Bitcoin Gold,BTG,5,364.912,0.0383039,144039000.0,6084893401.0,16674961.0,16774961.0,21000000.0,1.58,6.42,160.55,1511808570
dash,Dash,DASH,6,628.579,0.0659804,144349000.0,4848865158.0,7714011.0,7714011.0,18900000.0,-0.04,0.79,39.82,1511808546
litecoin,Litecoin,LTC,7,89.7156,0.00941723,439457000.0,4846498001.0,54020683.0,54020683.0,84000000.0,0.58,4.8,24.39,1511808542
iota,IOTA,MIOTA,8,0.952387,0.00009997,121987000.0,2647188508.0,2779530283.0,2779530283.0,2779530283.0,-0.73,20.18,-0.8,1511808561
neo,NEO,NEO,9,39.4706,0.00414313,86137100.0,2565589000.0,65000000.0,100000000.0,null,0.17,1.95,1.06,1511808556
monero,Monero,XMR,10,166.365,0.0174629,75368300.0,2563172236.0,15406920.0,15406920.0,null,-0.22,1.74,21.23,1511808543
ethereum-classic,Ethereum Classic,ETC,11,25.2496,0.00265039,648141000.0,2470730752.0,97852273.0,97852273.0,null,-0.93,14.19,36.15,1511808554
nem,NEM,XEM,12,0.217574,0.00002284,12352800.0,1958166000.0,8999999999.0,8999999999.0,null,-0.44,0.63,2.87,1511808550
eos,EOS,EOS,13,2.81077,0.00029504,121317000.0,1412903340.0,502674833.0,1000000000.0,null,2.96,9.58,42.83,1511808563
cardano,Cardano,ADA,14,0.0472493,0.00000496,70829500.0,1225035934.0,25927070538.0,31112483745.0,45000000000.0,1.17,22.63,55.61,1511808569
qtum,Qtum,QTUM,15,14.6576,0.00153857,140069000.0,1080149384.0,73692104.0,100192104.0,null,0.31,-1.09,-2.01,1511808560
stellar,Stellar Lumens,XLM,16,0.0525852,0.00000552,29751900.0,931486555.0,17713853990.0,103452109577,null,-0.49,9.63,36.6,1511808545
zcash,Zcash,ZEC,17,343.103,0.0360147,86751000.0,930746230.0,2712731.0,2712731.0,null,1.15,1.04,13.77,1511808557
omisego,OmiseGO,OMG,18,8.96298,0.00094082,48897500.0,914605351.0,102042552.0,140245398.0,null,0.94,5.34,11.99,1511808563
lisk,Lisk,LSK,19,7.77461,0.00081608,30931400.0,896759405.0,115344616.0,115344616.0,null,1.3,1.07,-22.1,1511808551
hshare,Hshare,HSR,20,19.6255,0.00206005,62208800.0,830205688.0,42302397.0,42302397.0,84000000.0,0.28,-4.88,7.62,1511808565
tether,Tether,USDT,21,1.00037,0.00010501,873600000.0,675217577.0,674967839.0,675000482.0,null,0.11,-1.11,0.09,1511808548
bitconnect,BitConnect,BCC,22,294.636,0.0309272,27553100.0,629958875.0,2138092.0,8392580.0,28000000.0,-0.06,-3.64,0.84,1511808559
