id,name,symbol,rank,price_usd,price_btc,h24_volume_usd,market_cap_usd,avail_sup,tot_sup,max_supply,per_change_1h,per_change_24h,per_change_7d,last_updated
bitcoin,Bitcoin,BTC,1,9974.28,1.0,5681590000.0,166629573609,16705925.0,16705925.0,21000000.0,0.07,2.75,23.7,1511851752
ethereum,Ethereum,ETH,2,480.804,0.0486136,1335230000.0,46157356653.0,96000359.0,96000359.0,null,-0.13,-1.68,32.56,1511851751
bitcoin-cash,Bitcoin Cash,BCH,3,1622.07,0.164006,1365280000.0,27293476993.0,16826325.0,16826325.0,21000000.0,0.22,-4.51,37.11,1511851764
ripple,Ripple,XRP,4,0.268214,0.00002709,420299000.0,10359194564.0,38622870411.0,99993173757.0,100000000000,0.46,6.2,13.6,1511852041
bitcoin-gold,Bitcoin Gold,BTG,5,353.676,0.0357598,99838400.0,5897851847.0,16675861.0,16775861.0,21000000.0,0.52,-6.5,27.12,1511851771
litecoin,Litecoin,LTC,6,93.1264,0.00940515,389545000.0,5031513056.0,54028858.0,54028858.0,84000000.0,-0.06,0.9,31.75,1511852041
dash,Dash,DASH,7,628.871,0.0635117,136806000.0,4851743008.0,7715005.0,7715005.0,18900000.0,-0.37,-1.17,33.14,1511852046
iota,IOTA,MIOTA,8,1.14657,0.00011593,244873000.0,3186926037.0,2779530283.0,2779530283.0,2779530283.0,0.68,38.63,27.89,1511851763
ethereum-classic,Ethereum Classic,ETC,9,29.801,0.00301314,1247760000.0,2916590850.0,97868892.0,97868892.0,null,1.29,32.23,66.06,1511851753
monero,Monero,XMR,10,183.793,0.0185619,110764000.0,2832081156.0,15409081.0,15409081.0,null,0.65,10.36,34.76,1511852043
neo,NEO,NEO,11,39.4637,0.00399012,82501700.0,2565140500.0,65000000.0,100000000.0,null,-0.21,-3.23,10.4,1511851754
nem,NEM,XEM,12,0.232727,0.00002350,23358900.0,2094543000.0,8999999999.0,8999999999.0,null,0.49,6.16,12.15,1511852048
eos,EOS,EOS,13,3.05322,0.00030871,136433000.0,1540695104.0,504613197.0,1000000000.0,null,3.4,14.41,56.99,1511851763
cardano,Cardano,ADA,14,0.052612,0.00000532,67363900.0,1364075035.0,25927070538.0,31112483745.0,45000000000.0,0.42,8.35,84.5,1511851769
qtum,Qtum,QTUM,15,15.346,0.00155161,235920000.0,1130897320.0,73693296.0,100193296.0,null,-0.76,3.62,7.17,1511851761
