id,name,symbol,rank,price_usd,price_btc,h24_volume_usd,market_cap_usd,avail_sup,tot_sup,max_supply,per_change_1h,per_change_24h,per_change_7d,last_updated
bitcoin,Bitcoin,BTC,1,10085.5,1.0,5465110000.0,168491509676,16706312.0,16706312.0,21000000.0,1.24,4.22,23.59,1511870054
ethereum,Ethereum,ETH,2,474.065,0.0477553,1223450000.0,45512445928.0,96004653.0,96004653.0,null,-0.54,-0.84,29.86,1511870053
bitcoin-cash,Bitcoin Cash,BCH,3,1584.6,0.15972,1094290000.0,26663648243.0,16826738.0,16826738.0,21000000.0,-0.61,-4.04,33.87,1511869767
ripple,Ripple,XRP,4,0.268172,0.00002701,421114000.0,10357572404.0,38622870411.0,99993173757.0,100000000000,-0.54,6.89,13.52,1511870041
bitcoin-gold,Bitcoin Gold,BTG,5,346.703,0.0349461,91585200.0,5781683746.0,16676186.0,16776186.0,21000000.0,-1.59,-4.22,27.94,1511869775
litecoin,Litecoin,LTC,6,93.3477,0.00940344,353003000.0,5043728682.0,54031633.0,54031633.0,84000000.0,0.54,3.39,31.39,1511870041
dash,Dash,DASH,7,622.898,0.0627481,133372000.0,4805912640.0,7715409.0,7715409.0,18900000.0,-0.33,-0.05,28.38,1511870046
ethereum-classic,Ethereum Classic,ETC,8,32.8607,0.00331024,1738780000.0,3216265822.0,97875755.0,97875755.0,null,-1.15,46.29,82.09,1511870056
iota,IOTA,MIOTA,9,1.09522,0.00011039,231216000.0,3044197157.0,2779530283.0,2779530283.0,2779530283.0,1.92,19.73,22.91,1511869765
monero,Monero,XMR,10,187.871,0.0189253,124914000.0,2895072795.0,15409897.0,15409897.0,null,0.09,15.53,36.87,1511870044
neo,NEO,NEO,11,38.7467,0.00390318,67154000.0,2518535500.0,65000000.0,100000000.0,null,-0.8,-1.36,8.06,1511870057
nem,NEM,XEM,12,0.233226,0.00002349,24371200.0,2099034000.0,8999999999.0,8999999999.0,null,0.2,7.22,12.08,1511870049
eos,EOS,EOS,13,2.99429,0.00030181,114391000.0,1511200788.0,504694197.0,1000000000.0,null,2.7,10.84,54.9,1511869766
cardano,Cardano,ADA,14,0.0559468,0.00000564,43783900.0,1450536630.0,25927070538.0,31112483745.0,45000000000.0,6.42,13.41,93.9,1511869775
qtum,Qtum,QTUM,15,15.3793,0.00155016,246536000.0,1133358997.0,73693796.0,100193796.0,null,-0.75,6.01,7.28,1511869764
stellar,Stellar Lumens,XLM,16,0.0611006,0.00000616,64461700.0,1082920196.0,17723560748.0,103471840067,null,-1.18,20.53,59.58,1511870050
zcash,Zcash,ZEC,17,361.835,0.0364714,109651000.0,983338626.0,2717644.0,2717644.0,null,1.1,7.06,22.53,1511869756
omisego,OmiseGO,OMG,18,9.27834,0.00093522,58570300.0,946785490.0,102042552.0,140245398.0,null,-1.13,3.7,18.65,1511869766
lisk,Lisk,LSK,19,8.00888,0.00080678,28539100.0,923976989.0,115369064.0,115369064.0,null,-0.8,3.1,-19.45,1511870054
hshare,Hshare,HSR,20,19.922,0.00200805,64258900.0,842805406.0,42305261.0,42305261.0,84000000.0,0.17,1.1,9.14,1511869769
tether,Tether,USDT,21,1.00059,0.00010079,729640000.0,675366070.0,674967839.0,675000482.0,null,-0.34,-0.67,0.2,1511870048
bitconnect,BitConnect,BCC,22,294.39,0.0296732,25170800.0,629432904.0,2138092.0,8392580.0,28000000.0,0.1,-1.31,-0.69,1511869759
waves,Waves,WAVES,23,5.81678,0.00058596,25014900.0,581678000.0,100000000.0,100000000.0,null,-0.31,3.41,13.5,1511870056
stratis,Stratis,STRAT,24,5.14316,0.0005181,25271400.0,507319128.0,98639577.0,98639577.0,null,-2.29,10.72,48.03,1511870057
monacoin,MonaCoin,MONA,25,7.94002,0.00079984,79731300.0,441768420.0,55638200.0,55638200.0,null,2.6,50.14,168.95,1511870045
populous,Populous,PPT,26,10.3462,0.00104286,948057.0,426803988.0,41252246.0,53252246.0,53252246.0,-2.76,-5.07,4.29,1511869768
bitshares,BitShares,BTS,27,0.156088,0.00001572,40015000.0,406289260.0,2602950000.0,2602950000.0,3600570502.0,1.87,9.72,9.56,1511870045
ark,Ark,ARK,28,3.56243,0.00035908,11456100.0,349051466.0,97981284.0,129231284.0,null,-1.2,0.51,15.7,1511869761
decred,Decred,DCR,29,53.9753,0.00543724,7550780.0,337353287.0,6250142.0,6670142.0,null,-1.41,-5.89,58.34,1511870052
bytecoin-bcn,Bytecoin,BCN,30,0.00178246,0.00000018,3862010.0,326642095.0,183253534612,183253534612,184470000000,0.68,7.49,37.64,1511870045
ardor,Ardor,ARDR,31,0.324779,0.00003272,2861000.0,324454057.0,998999495.0,998999495.0,998999495.0,-1.13,-4.61,18.0,1511870056
augur,Augur,REP,32,28.7511,0.00289626,3851130.0,316262100.0,11000000.0,11000000.0,null,0.19,4.59,36.7,1511870052
komodo,Komodo,KMD,33,3.05021,0.00030745,8942270.0,316099129.0,103631923.0,103631923.0,null,-2.16,-4.15,28.09,1511869759
steem,Steem,STEEM,34,1.17607,0.00011847,5315770.0,290139186.0,246702310.0,263676404.0,null,-1.17,6.12,29.77,1511870054
golem-network-tokens,Golem,GNT,35,0.347646,0.00003504,16018900.0,289600243.0,833032000.0,1000000000.0,null,-1.47,12.05,60.47,1511869757
tenx,TenX,PAY,36,2.45659,0.00024761,10358500.0,257109928.0,104661310.0,205218256.0,null,-1.65,9.45,28.18,1511869765
maidsafecoin,MaidSafeCoin,MAID,37,0.527062,0.00005309,2083830.0,238523179.0,452552412.0,452552412.0,null,3.0,9.42,35.1,1511870044
pivx,PIVX,PIVX,38,4.29515,0.00043267,22455700.0,236293191.0,55013956.0,55013956.0,null,-4.62,15.94,45.37,1511870052
