id,name,symbol,rank,price_usd,price_btc,h24_volume_usd,market_cap_usd,avail_sup,tot_sup,max_supply,per_change_1h,per_change_24h,per_change_7d,last_updated
bitcoin,Bitcoin,BTC,1,9717.08,1.0,5583580000.0,162325638494,16705187.0,16705187.0,21000000.0,0.58,4.0,18.41,1511819354
ethereum,Ethereum,ETH,2,479.026,0.0496187,1392620000.0,45982997628.0,95992697.0,95992697.0,null,0.44,2.64,30.51,1511819352
bitcoin-cash,Bitcoin Cash,BCH,3,1642.18,0.170101,1554100000.0,27630499590.0,16825500.0,16825500.0,21000000.0,-0.3,-3.53,37.24,1511819369
ripple,Ripple,XRP,4,0.252205,0.00002612,191635000.0,9740881032.0,38622870411.0,99993173757.0,100000000000,-0.08,0.99,4.9,1511819341
bitcoin-gold,Bitcoin Gold,BTG,5,371.848,0.0385169,135228000.0,6200606708.0,16675111.0,16775111.0,21000000.0,2.77,7.9,111.88,1511819377
litecoin,Litecoin,LTC,6,90.5605,0.00938047,428632000.0,4892291766.0,54022358.0,54022358.0,84000000.0,0.79,5.12,25.51,1511819342
dash,Dash,DASH,7,632.267,0.0654917,132895000.0,4877478447.0,7714270.0,7714270.0,18900000.0,0.44,0.7,38.15,1511819346
iota,IOTA,MIOTA,8,1.03696,0.00010741,148053000.0,2882261722.0,2779530283.0,2779530283.0,2779530283.0,5.55,28.73,7.73,1511819367
monero,Monero,XMR,9,167.984,0.0174002,73800600.0,2588194803.0,15407389.0,15407389.0,null,0.47,2.56,21.28,1511819345
ethereum-classic,Ethereum Classic,ETC,10,26.3908,0.00273362,712910000.0,2582512059.0,97856528.0,97856528.0,null,-0.02,19.66,42.75,1511819356
neo,NEO,NEO,11,39.616,0.00410351,82091400.0,2575040000.0,65000000.0,100000000.0,null,-0.37,2.89,5.36,1511819357
nem,NEM,XEM,12,0.222113,0.00002301,12264400.0,1999017000.0,8999999999.0,8999999999.0,null,1.02,3.44,5.23,1511819348
eos,EOS,EOS,13,2.93759,0.00030428,125180000.0,1476689938.0,502687556.0,1000000000.0,null,2.51,16.8,46.92,1511819366
cardano,Cardano,ADA,14,0.0499079,0.00000517,71209500.0,1293965644.0,25927070538.0,31112483745.0,45000000000.0,1.41,30.25,66.23,1511819375
qtum,Qtum,QTUM,15,14.7076,0.00152345,137955000.0,1083838460.0,73692408.0,100192408.0,null,0.25,-0.41,-1.68,1511819365
stellar,Stellar Lumens,XLM,16,0.0534773,0.00000554,30241700.0,947289084.0,17713853990.0,103452109577,null,2.46,12.14,38.83,1511819346
zcash,Zcash,ZEC,17,343.325,0.0355624,85345700.0,931618825.0,2713519.0,2713519.0,null,0.28,0.44,13.57,1511819359
omisego,OmiseGO,OMG,18,9.05127,0.00093755,48021900.0,923614687.0,102042552.0,140245398.0,null,0.87,6.18,12.82,1511819368
lisk,Lisk,LSK,19,7.93671,0.0008221,29405000.0,915490959.0,115348924.0,115348924.0,null,0.95,4.48,-19.92,1511819354
hshare,Hshare,HSR,20,19.487,0.00201851,60434200.0,824356690.0,42302904.0,42302904.0,84000000.0,0.09,-5.32,6.54,1511819372
tether,Tether,USDT,21,1.00079,0.00010367,806705000.0,675501064.0,674967839.0,675000482.0,null,-0.04,-1.31,0.04,1511819355
bitconnect,BitConnect,BCC,22,298.022,0.0308698,27918100.0,637198454.0,2138092.0,8392580.0,28000000.0,0.45,-1.37,1.46,1511819360
waves,Waves,WAVES,23,5.693,0.00058969,25156900.0,569300000.0,100000000.0,100000000.0,null,1.85,-0.03,8.24,1511819355
stratis,Stratis,STRAT,24,5.23514,0.00054227,20372000.0,516388060.0,98638825.0,98638825.0,null,3.36,12.91,50.23,1511819355
populous,Populous,PPT,25,11.3652,0.00117723,884145.0,468840026.0,41252246.0,53252246.0,53252246.0,0.69,0.23,18.66,1511819369
bitshares,BitShares,BTS,26,0.147737,0.00001530,27541000.0,384541683.0,2602880000.0,2602880000.0,3600570502.0,-0.62,5.98,18.7,1511819346
monacoin,MonaCoin,MONA,27,6.85208,0.00070975,39521600.0,381146093.0,55624875.0,55624875.0,null,5.56,52.15,131.53,1511819344
decred,Decred,DCR,28,59.1022,0.00612194,12670500.0,369158028.0,6246096.0,6666096.0,null,1.93,-1.85,72.93,1511819352
ark,Ark,ARK,29,3.6857,0.00038177,11449600.0,361129618.0,97981284.0,129231284.0,null,1.56,3.46,17.52,1511819361
ardor,Ardor,ARDR,30,0.337004,0.00003491,4544920.0,336666826.0,998999495.0,998999495.0,998999495.0,-0.49,9.18,27.61,1511819356
komodo,Komodo,KMD,31,3.15192,0.00032648,10342800.0,326631068.0,103629238.0,103629238.0,null,0.54,7.05,30.7,1511819361
